InvoiceNo,InvoiceDate,CustomerID,TotalAmount,PaymentMode
545812,3/7/11 12:26,14214,638.65,Check
545815,3/7/11 12:26,14012,328.8,Debit Card
545819,3/7/11 12:31,16356,102,Credit Card
545820,3/7/11 12:46,13884,40.2,Credit Card
545821,3/7/11 12:50,13001,591.02,Mobile Payments
545822,3/7/11 12:53,13884,17.9,Credit Card
C545823,3/7/11 12:54,13884,-6.3,Debit Card
C545824,3/7/11 13:00,15241,-17.85,Credit Card
C545825,3/7/11 13:01,12839,-3.3,Check
545826,3/7/11 13:03,17696,318.24,Credit Card
545827,3/7/11 13:03,15759,24.45,Bank Transfer
C545828,3/7/11 13:05,15189,-69.9,Credit Card
C545829,3/7/11 13:08,15290,-45,Mobile Payments
545830,3/7/11 13:10,17634,451.66,PayPal
C545831,3/7/11 13:10,15194,-10.15,Debit Card
545832,3/7/11 13:12,16053,17.9,Mobile Payments
C545833,3/7/11 13:14,16013,-25.25,Debit Card
C545834,3/7/11 13:16,13458,-2.95,Debit Card
545835,3/7/11 13:17,17654,117.55,Credit Card
C545836,3/7/11 13:19,14606,-11.05,Bank Transfer
C545837,3/7/11 13:32,12598,-20.4,Debit Card
545838,3/7/11 13:33,14606,100.32,Credit Card
C545839,3/7/11 13:33,15110,-8.5,Credit Card
C545840,3/7/11 13:35,13089,-54.75,Credit Card
C545841,3/7/11 13:36,17675,-22.5,Debit Card
545842,3/7/11 13:37,15498,557,Credit Card
C545843,3/7/11 13:37,12921,-17.7,Credit Card
545845,3/7/11 13:38,12754,16.05,Bank Transfer
C545844,3/7/11 13:38,16838,-5.95,PayPal
C545846,3/7/11 13:39,13081,-12.75,Cash
C545847,3/7/11 13:40,15903,-0.42,Bank Transfer
C545848,3/7/11 13:41,17672,-25.5,Credit Card
C545849,3/7/11 13:42,16598,-4.35,Debit Card
545851,3/7/11 13:45,15026,108.98,Debit Card
C545850,3/7/11 13:45,15811,-28.8,Debit Card
C545852,3/7/11 13:49,14048,-34.8,Gift Card
545853,3/7/11 13:50,16517,162.7,PayPal
545854,3/7/11 13:51,14817,580.79,Credit Card
545855,3/7/11 13:52,15290,246.3,Debit Card
545856,3/7/11 13:54,16225,89.7,Credit Card
545857,3/7/11 13:56,13320,0,Bank Transfer
545858,3/7/11 14:00,16963,24,Debit Card
545859,3/7/11 14:10,15498,593.92,Credit Card
545865,3/7/11 14:17,15769,2597.4,Credit Card
C545866,3/7/11 14:27,17841,-9.25,Credit Card
C545867,3/7/11 14:29,17841,-2.95,Bank Transfer
545868,3/7/11 14:33,17841,145.7,Bank Transfer
545869,3/7/11 14:45,17162,196.45,Debit Card
545870,3/7/11 14:45,17162,15.3,Debit Card
545871,3/7/11 14:51,17092,134.9,Debit Card
545872,3/7/11 14:51,15752,379.25,Mobile Payments
545873,3/7/11 14:54,13092,110.2,Credit Card
545874,3/7/11 15:02,12841,79.4,Credit Card
545875,3/7/11 15:18,13917,0,Credit Card
545883,3/7/11 15:40,15974,147.95,Debit Card
C545884,3/7/11 15:49,17034,-537.83,Credit Card
C545885,3/7/11 15:52,15827,-7.9,Credit Card
C545886,3/7/11 15:53,12558,-222.59,PayPal
C545887,3/7/11 15:54,15533,-326.68,Debit Card
545888,3/7/11 16:14,13798,416.22,Mobile Payments
545889,3/7/11 16:14,15291,45,Mobile Payments
545890,3/7/11 16:39,16782,92.8,Credit Card
C545891,3/7/11 16:40,12754,-16.05,Debit Card
C545892,3/7/11 16:41,12755,-17.55,Mobile Payments
545894,3/7/11 17:04,16242,211.36,Debit Card
545895,3/7/11 17:14,14338,2092.33,Debit Card
545896,3/7/11 17:19,15869,61.59,Cash
545897,3/7/11 17:22,12950,1717.98,Mobile Payments
545898,3/7/11 17:23,15869,72.35,PayPal
545899,3/7/11 17:30,17817,65.85,Credit Card
545900,3/7/11 17:42,17817,195,Cash
545901,3/7/11 17:52,15834,954.18,Debit Card
545902,3/7/11 17:55,15834,250,PayPal
C545903,3/8/11 8:34,13345,-11.9,Debit Card
545904,3/8/11 8:52,13468,126.65,Mobile Payments
545905,3/8/11 8:53,15234,197,Credit Card
545906,3/8/11 9:23,15764,1120.93,Credit Card
545907,3/8/11 9:24,15806,300.36,Credit Card
545908,3/8/11 9:26,14709,461.25,Credit Card
545909,3/8/11 9:45,15819,639.64,Credit Card
545910,3/8/11 10:04,14586,237.36,Credit Card
545911,3/8/11 10:12,17940,181.44,PayPal
545912,3/8/11 10:33,15944,325.1,Credit Card
545913,3/8/11 10:39,16779,431.58,Credit Card
545914,3/8/11 11:39,13340,3678.03,Credit Card
545915,3/8/11 11:44,17419,329.08,Debit Card
545916,3/8/11 11:46,12528,278.13,Mobile Payments
545918,3/8/11 11:55,16917,391.52,Debit Card
545928,3/8/11 11:59,14407,357.18,Credit Card
545933,3/8/11 12:04,13908,496,Credit Card
545937,3/8/11 12:05,12758,1570.19,Debit Card
545945,3/8/11 12:07,16710,122.61,Credit Card
545978,3/8/11 12:19,13975,644.26,Bank Transfer
545979,3/8/11 12:30,12748,105.15,Credit Card
545980,3/8/11 12:49,14730,250.87,Credit Card
545987,3/8/11 12:51,17389,105.54,Credit Card
545988,3/8/11 12:52,12662,301.4,Credit Card
545989,3/8/11 12:57,14560,301.4,Cash
545990,3/8/11 13:07,15844,0,Bank Transfer
545991,3/8/11 13:12,15311,896.71,Debit Card
545992,3/8/11 13:21,16927,123.35,Credit Card
545993,3/8/11 13:23,13777,421.09,Debit Card
545994,3/8/11 13:50,12623,305.1,Debit Card
545995,3/8/11 13:54,15023,758.19,Bank Transfer
545996,3/8/11 14:12,14367,983.16,Debit Card
545998,3/8/11 14:35,13373,987.7,Debit Card
C545997,3/8/11 14:35,12679,-37.25,Mobile Payments
545999,3/8/11 14:44,13089,1195.95,PayPal
546000,3/8/11 14:47,13089,72,Debit Card
546001,3/8/11 15:03,13854,329.36,Credit Card
546002,3/8/11 15:06,15601,2.55,Credit Card
546003,3/8/11 15:07,16712,360.47,Credit Card
546004,3/8/11 15:13,13430,2.55,PayPal
546005,3/8/11 15:17,14426,794.41,Credit Card
546006,3/8/11 15:22,17639,108.5,Credit Card
546007,3/8/11 15:34,13453,1273.26,Debit Card
546008,3/8/11 15:43,14576,1572.65,Bank Transfer
546009,3/8/11 15:45,16426,328.37,PayPal
546010,3/8/11 15:55,15895,0,Bank Transfer
546011,3/8/11 16:31,17306,367.2,PayPal
546013,3/8/11 16:38,16495,238.01,PayPal
546014,3/8/11 16:39,16495,8.5,Debit Card
546015,3/8/11 16:48,14336,534.42,Credit Card
546016,3/8/11 17:21,12596,0,Debit Card
546017,3/8/11 17:23,14507,339.36,PayPal
546018,3/8/11 17:23,12967,0,Credit Card
546019,3/8/11 17:25,14507,39.49,Debit Card
546020,3/8/11 17:27,16257,0,Credit Card
546021,3/8/11 17:27,17040,0,Debit Card
C546022,3/8/11 17:28,14507,-15,Credit Card
546023,3/8/11 17:29,17448,0,Credit Card
546024,3/8/11 17:31,14165,0,Credit Card
546025,3/8/11 17:31,15900,0,Mobile Payments
546027,3/9/11 8:09,12759,444.8,Debit Card
546028,3/9/11 8:33,17049,924.54,Credit Card
546029,3/9/11 8:59,15206,17.7,Credit Card
546030,3/9/11 8:59,14013,118.5,Debit Card
546031,3/9/11 9:11,13267,201.5,Credit Card
546032,3/9/11 9:11,13267,85.15,Bank Transfer
546033,3/9/11 9:12,13267,15.9,Debit Card
546034,3/9/11 9:44,14032,309.64,Bank Transfer
546035,3/9/11 9:50,12924,160.56,Debit Card
546036,3/9/11 9:52,14645,240.1,Bank Transfer
546037,3/9/11 10:00,14825,247.4,PayPal
546038,3/9/11 10:19,15071,588.67,Debit Card
546062,3/9/11 10:51,16221,148.63,Cash
546067,3/9/11 10:58,17450,2099.7,Debit Card
546079,3/9/11 11:05,14534,188.25,Debit Card
C546080,3/9/11 11:18,15078,-12.75,Debit Card
C546081,3/9/11 11:23,15974,-12.6,Mobile Payments
546082,3/9/11 11:25,12971,221.4,Debit Card
546083,3/9/11 11:27,12971,38.98,Debit Card
546084,3/9/11 11:28,14112,617.1,Debit Card
546087,3/9/11 11:35,13026,84.36,Credit Card
546088,3/9/11 11:44,12881,298,Credit Card
546089,3/9/11 11:44,17864,187.99,Debit Card
546090,3/9/11 11:48,16525,660.34,Debit Card
546091,3/9/11 11:53,14936,1576.36,PayPal
546092,3/9/11 11:54,17138,380.5,Credit Card
546096,3/9/11 11:59,15502,1711.06,Credit Card
546100,3/9/11 12:04,16572,342.58,Debit Card
546101,3/9/11 12:12,14803,188.64,Check
546102,3/9/11 12:12,16316,17.7,Debit Card
546103,3/9/11 12:14,13093,304.5,Debit Card
546104,3/9/11 12:19,14527,98.7,Credit Card
546105,3/9/11 12:21,14662,245.33,Cash
C546106,3/9/11 12:21,14527,-9.87,Credit Card
546107,3/9/11 12:33,17238,212.47,Credit Card
546108,3/9/11 12:35,15529,381.21,Gift Card
546109,3/9/11 12:37,14546,33.9,PayPal
546110,3/9/11 12:38,17770,261.6,Debit Card
546111,3/9/11 12:39,14165,117.89,Bank Transfer
546112,3/9/11 12:44,15769,330,Gift Card
546113,3/9/11 13:18,14344,140.28,Credit Card
546115,3/9/11 13:50,15379,371.84,Bank Transfer
546116,3/9/11 13:53,15367,764.58,Debit Card
546117,3/9/11 13:56,16771,704.33,Bank Transfer
546118,3/9/11 14:14,13078,846.45,Bank Transfer
546119,3/9/11 14:22,16945,308.98,Gift Card
546120,3/9/11 14:23,16945,79.92,Credit Card
546121,3/9/11 14:30,14085,155.45,Credit Card
546122,3/9/11 14:32,15581,91.54,Bank Transfer
546123,3/9/11 14:49,16419,264.27,Debit Card
546124,3/9/11 14:50,16255,0,PayPal
546126,3/9/11 14:52,17076,0,Bank Transfer
C546125,3/9/11 14:52,16316,-17.7,Debit Card
546127,3/9/11 14:57,17730,411.18,Debit Card
C546128,3/9/11 15:05,15622,-18.45,Bank Transfer
546129,3/9/11 15:07,14946,0,Debit Card
546130,3/9/11 15:08,12623,0,PayPal
C546131,3/9/11 15:08,16057,-60.35,Mobile Payments
546132,3/9/11 15:17,15057,358.5,Credit Card
546133,3/9/11 15:20,14291,984.88,Credit Card
546134,3/9/11 15:35,13493,439.28,Credit Card
546135,3/9/11 15:47,12388,210.9,Bank Transfer
546136,3/9/11 16:32,15587,1635.67,Debit Card
546137,3/9/11 16:33,14056,0,Mobile Payments
546138,3/9/11 16:34,12952,0,Debit Card
546139,3/9/11 16:35,14004,0,Credit Card
546140,3/9/11 16:35,18209,0,Bank Transfer
546142,3/9/11 16:37,16019,0,PayPal
546145,3/9/11 16:39,13611,0,Cash
546147,3/9/11 16:42,17054,0,PayPal
546148,3/9/11 16:43,15300,0,Debit Card
546149,3/9/11 17:02,17994,0,Credit Card
546152,3/9/11 17:25,13809,0,Credit Card
546153,3/10/11 7:42,13538,337.5,Debit Card
546154,3/10/11 7:43,13953,500,Credit Card
546155,3/10/11 8:29,15632,394.63,Debit Card
546156,3/10/11 8:31,14297,232.6,Credit Card
546157,3/10/11 8:40,13502,74.56,Bank Transfer
546158,3/10/11 9:30,13899,298.5,Credit Card
546159,3/10/11 9:41,16471,223.95,Credit Card
546160,3/10/11 9:49,15838,3277.24,Cash
546161,3/10/11 9:52,17404,122.4,Credit Card
C546162,3/10/11 9:53,17404,-180,Bank Transfer
546163,3/10/11 10:03,17377,146.23,Mobile Payments
546164,3/10/11 10:04,15939,547.35,Credit Card
546165,3/10/11 10:08,18183,312.8,Debit Card
546166,3/10/11 10:10,16553,270.4,Debit Card
C546167,3/10/11 10:13,15611,-15.9,Bank Transfer
C546168,3/10/11 10:22,16670,-32.85,PayPal
546169,3/10/11 10:27,14603,660,Credit Card
C546170,3/10/11 10:29,15034,-9.25,Credit Card
546171,3/10/11 10:31,16359,130.56,Debit Card
546172,3/10/11 10:32,14156,585.32,Mobile Payments
C546173,3/10/11 10:34,14227,-2.9,Mobile Payments
C546174,3/10/11 10:38,13094,-3.18,Credit Card
546182,3/10/11 10:53,14334,366.53,Check
546189,3/10/11 10:56,13102,300.54,Credit Card
546190,3/10/11 10:57,13102,199.2,Credit Card
C546191,3/10/11 10:57,16422,-24.5,Mobile Payments
C546203,3/10/11 11:13,16839,-9.54,Debit Card
C546204,3/10/11 11:13,13599,-11.8,Credit Card
C546205,3/10/11 11:14,18223,-2.84,Debit Card
C546206,3/10/11 11:15,13014,-2.9,Credit Card
C546207,3/10/11 11:17,14211,-19.5,Credit Card
C546208,3/10/11 11:19,12417,-18.4,Debit Card
C546209,3/10/11 11:31,15596,-26.5,Credit Card
C546210,3/10/11 11:31,14713,-2.1,PayPal
C546211,3/10/11 11:32,15358,-2.55,Debit Card
546212,3/10/11 11:33,14156,3500.5,Credit Card
546213,3/10/11 11:37,14156,1614.6,Gift Card
C546214,3/10/11 11:45,15724,-5.95,Credit Card
546215,3/10/11 11:52,14713,124.95,Credit Card
546216,3/10/11 11:56,18173,853.48,Credit Card
C546217,3/10/11 12:04,14057,-70.56,Credit Card
546218,3/10/11 12:11,14667,144.9,Credit Card
546220,3/10/11 12:16,16745,541.1,Debit Card
546223,3/10/11 12:22,14854,462.28,Cash
546230,3/10/11 12:26,13871,397.55,Credit Card
C546234,3/10/11 12:31,13599,-17.7,Debit Card
546235,3/10/11 12:42,14976,115.57,Credit Card
546236,3/10/11 12:48,12370,938.39,Gift Card
546237,3/10/11 12:50,16625,333.08,Credit Card
C546238,3/10/11 12:58,13767,-3.75,Debit Card
546239,3/10/11 12:59,14064,168.47,Debit Card
C546241,3/10/11 13:04,14903,-11.7,Bank Transfer
546242,3/10/11 13:07,16743,360.78,Credit Card
546243,3/10/11 13:08,15308,310.47,Bank Transfer
546245,3/10/11 13:26,17376,0,Credit Card
546246,3/10/11 13:28,14841,789.9,Mobile Payments
546247,3/10/11 13:34,18086,101.34,Credit Card
546248,3/10/11 13:46,16477,214.5,Debit Card
546249,3/10/11 13:58,14606,99.95,Credit Card
546250,3/10/11 14:14,14350,282.93,Debit Card
546251,3/10/11 14:37,16553,576.1,PayPal
546252,3/10/11 14:42,14930,1104.13,Credit Card
546253,3/10/11 14:44,16080,130.26,Credit Card
546254,3/10/11 14:45,14727,268.58,PayPal
546255,3/10/11 14:56,13468,245.52,Cash
C546256,3/10/11 14:56,15738,-7.5,Debit Card
546261,3/10/11 15:01,17841,133.94,Debit Card
546263,3/10/11 15:01,14156,461.6,Credit Card
C546267,3/10/11 15:02,15093,-3.78,Credit Card
C546270,3/10/11 15:03,17567,-9.9,Mobile Payments
546275,3/10/11 15:06,13126,209.94,Credit Card
C546278,3/10/11 15:06,13476,-20.7,Debit Card
546279,3/10/11 15:08,17841,4.25,Bank Transfer
546293,3/10/11 15:13,14704,67.8,Credit Card
546301,3/10/11 15:21,16778,93.18,Debit Card
C546302,3/10/11 15:27,14214,-2.9,Debit Card
546303,3/10/11 15:30,14053,8.62,Credit Card
546304,3/10/11 15:52,14077,117.11,Check
546305,3/10/11 16:16,14056,232.43,Mobile Payments
546306,3/10/11 16:16,12427,1580.63,Bank Transfer
546310,3/10/11 16:26,15291,330.6,Credit Card
546311,3/10/11 17:35,12434,7.9,PayPal
546312,3/10/11 18:13,17495,16.95,Credit Card
C546313,3/10/11 18:18,13094,-3.18,Credit Card
546314,3/10/11 19:05,16808,166.5,Credit Card
546315,3/11/11 8:31,16558,365.18,Debit Card
546316,3/11/11 8:59,17076,182.7,Debit Card
546317,3/11/11 9:07,14913,314.96,Credit Card
546318,3/11/11 9:20,16013,255,Mobile Payments
546319,3/11/11 9:23,17949,345.6,Credit Card
546321,3/11/11 9:39,16475,310,Bank Transfer
C546320,3/11/11 9:39,12708,-14.25,Credit Card
546322,3/11/11 9:42,14114,191.4,Credit Card
C546323,3/11/11 9:48,13975,-23.05,Cash
546324,3/11/11 9:54,13265,307.44,Debit Card
546326,3/11/11 10:15,13798,583.3,PayPal
C546325,3/11/11 10:15,14911,-1687.17,Debit Card
C546327,3/11/11 10:18,14911,-1687.17,Debit Card
546328,3/11/11 10:19,14911,1687.17,Credit Card
546329,3/11/11 10:22,14911,1687.17,Credit Card
546330,3/11/11 10:30,16817,141.45,Mobile Payments
546331,3/11/11 10:31,13133,57.45,Debit Card
C546362,3/11/11 11:18,16419,-12.75,Debit Card
C546363,3/11/11 11:30,16912,-30.46,PayPal
546364,3/11/11 11:33,17929,190.52,Credit Card
546365,3/11/11 11:35,12520,987.42,Debit Card
546366,3/11/11 11:37,12748,106.11,Mobile Payments
546367,3/11/11 11:38,15513,1726.6,Debit Card
546368,3/11/11 11:38,14463,280.67,Debit Card
546369,3/11/11 11:41,15513,67.5,Debit Card
546372,3/11/11 11:47,13098,349.2,Check
546373,3/11/11 12:00,12583,712.85,PayPal
546374,3/11/11 12:05,17194,10,Bank Transfer
546376,3/11/11 12:11,13842,311.07,Bank Transfer
546377,3/11/11 12:13,15049,121.17,Credit Card
546378,3/11/11 12:17,14329,578.02,Mobile Payments
546380,3/11/11 12:26,12748,13,Bank Transfer
546381,3/11/11 12:29,12748,19.74,Debit Card
546382,3/11/11 12:44,18149,227.78,Credit Card
546383,3/11/11 12:54,13654,312.93,Mobile Payments
546384,3/11/11 13:03,15311,826.07,Debit Card
546385,3/11/11 13:13,16652,1588.16,Mobile Payments
546386,3/11/11 13:31,14312,157.65,Debit Card
546387,3/11/11 13:34,16766,572.8,Debit Card
546388,3/11/11 13:42,15863,2676.13,Mobile Payments
546389,3/11/11 13:56,16801,751.9,Debit Card
546390,3/11/11 14:03,14083,14.4,Credit Card
546391,3/11/11 14:06,17800,103.65,Debit Card
546392,3/11/11 14:15,14587,193.92,Debit Card
546393,3/11/11 14:21,16011,1.95,Bank Transfer
546394,3/11/11 14:26,17164,627.13,Cash
C546395,3/11/11 14:29,14214,-1.25,Credit Card
546396,3/11/11 14:35,13226,108.21,Debit Card
546397,3/11/11 14:37,12971,153.75,Credit Card
546398,3/11/11 14:52,13043,516.42,Credit Card
546399,3/11/11 14:58,14352,231.3,PayPal
C546400,3/11/11 15:02,17994,-23.8,Cash
546401,3/11/11 15:14,17994,21.9,Debit Card
546402,3/11/11 15:22,13305,156.6,Credit Card
546403,3/11/11 15:22,16766,572.8,Bank Transfer
546404,3/11/11 15:42,13509,127.2,Debit Card
546405,3/11/11 16:05,17351,198.6,Cash
546406,3/11/11 16:21,13959,1429.91,Mobile Payments
546407,3/11/11 16:24,18241,0,Debit Card
546408,3/11/11 16:25,12721,0,Debit Card
546409,3/11/11 16:27,14620,0,Credit Card
546411,3/11/11 16:43,12939,1919.04,PayPal
546412,3/11/11 16:50,12748,70.29,Mobile Payments
546413,3/11/11 16:54,17961,3.1,Credit Card
546414,3/13/11 10:25,16768,183.25,Debit Card
546415,3/13/11 10:27,17975,488.06,Debit Card
546417,3/13/11 10:48,14800,629.25,Mobile Payments
C546416,3/13/11 10:48,14800,-10.5,Credit Card
546418,3/13/11 10:57,17315,94.73,Mobile Payments
546419,3/13/11 11:06,16693,153.41,Debit Card
546420,3/13/11 11:18,14810,129.46,Bank Transfer
546421,3/13/11 11:21,13700,301.04,Bank Transfer
546422,3/13/11 11:38,15547,281.21,Credit Card
546423,3/13/11 12:39,14502,220.47,Mobile Payments
546424,3/13/11 12:51,13956,118.02,Mobile Payments
546425,3/13/11 13:36,16983,263.59,Check
546426,3/13/11 13:46,13708,285.33,Cash
546427,3/13/11 14:29,14606,103.89,Debit Card
546428,3/13/11 14:55,12681,343.29,Check
546429,3/13/11 15:25,17611,363.67,Mobile Payments
546430,3/13/11 15:55,15918,139.05,Credit Card
546431,3/14/11 8:05,16954,414.3,Credit Card
546432,3/14/11 8:21,14180,227,Bank Transfer
546433,3/14/11 8:37,12778,117.93,Debit Card
546434,3/14/11 8:41,12383,357.07,Credit Card
546435,3/14/11 9:37,15671,356.19,Debit Card
546436,3/14/11 9:42,14962,126.7,Debit Card
546437,3/14/11 9:46,16807,371.23,PayPal
546438,3/14/11 9:59,15125,3840.88,Debit Card
546440,3/14/11 10:31,16871,535.02,PayPal
546441,3/14/11 10:36,15159,446.8,Bank Transfer
546442,3/14/11 10:38,15159,207.3,Bank Transfer
546443,3/14/11 10:41,12901,349.8,PayPal
546444,3/14/11 10:47,14862,7.35,Mobile Payments
546462,3/14/11 10:55,12845,208.8,Credit Card
546464,3/14/11 10:57,13225,734.44,Debit Card
546465,3/14/11 10:57,14395,355.99,Bank Transfer
546466,3/14/11 11:04,18118,368.03,Credit Card
546479,3/14/11 11:38,12682,479.4,Credit Card
546480,3/14/11 11:38,13452,295,PayPal
546486,3/14/11 11:41,15039,377.88,Bank Transfer
546498,3/14/11 11:44,15493,492.24,Mobile Payments
C546496,3/14/11 11:44,17646,-12.73,Debit Card
C546501,3/14/11 11:45,12584,-9.9,Bank Transfer
546502,3/14/11 11:46,16005,151.52,Credit Card
C546507,3/14/11 11:47,12712,-44.85,Debit Card
546508,3/14/11 12:11,15971,184.5,PayPal
546509,3/14/11 12:15,14911,522.6,Credit Card
546510,3/14/11 12:17,16353,175.72,Mobile Payments
C546511,3/14/11 12:19,12921,-3.75,Credit Card
C546517,3/14/11 12:24,15308,-8.2,Bank Transfer
C546519,3/14/11 12:27,14350,-24.23,Debit Card
546520,3/14/11 12:28,14911,706.6,Bank Transfer
546521,3/14/11 12:34,16013,679.5,Debit Card
546522,3/14/11 12:41,13319,373.84,Bank Transfer
546523,3/14/11 12:42,13319,52.2,Mobile Payments
546524,3/14/11 12:51,17811,110.84,Debit Card
546525,3/14/11 12:58,14733,619.6,Credit Card
546526,3/14/11 12:59,15061,285,Mobile Payments
546527,3/14/11 13:00,15061,149.4,Debit Card
546528,3/14/11 13:04,15311,2327.46,Credit Card
C546529,3/14/11 13:05,15502,-30.9,Debit Card
546530,3/14/11 13:25,17404,4400.28,Bank Transfer
546531,3/14/11 13:35,15738,381.8,Mobile Payments
546532,3/14/11 13:36,14060,140,Mobile Payments
546533,3/14/11 13:53,15388,140.54,Credit Card
546534,3/14/11 13:56,16150,571.06,Check
C546535,3/14/11 14:11,15502,-4.25,Debit Card
C546536,3/14/11 14:28,15493,-12.75,Debit Card
546537,3/14/11 14:32,15005,178.04,Debit Card
546538,3/14/11 14:51,16327,582.35,Bank Transfer
546539,3/14/11 15:01,18246,2.95,Cash
546540,3/14/11 15:05,15061,512.28,PayPal
546541,3/14/11 15:11,14911,596.05,Credit Card
546542,3/14/11 15:13,13263,305.99,Cash
546543,3/14/11 15:40,17841,174.86,Credit Card
546544,3/14/11 15:41,16570,454.08,Debit Card
546545,3/14/11 15:48,16804,118.05,Debit Card
C546548,3/14/11 16:42,16518,-3.4,Debit Card
546549,3/14/11 16:46,17799,258.41,Credit Card
546550,3/14/11 16:54,17799,6.35,Debit Card
546552,3/15/11 8:18,13082,271.5,Bank Transfer
546553,3/15/11 8:52,13499,158.23,Credit Card
546554,3/15/11 9:13,16037,251.56,Cash
546555,3/15/11 9:22,17675,696.85,Credit Card
546556,3/15/11 9:32,16156,309.02,Credit Card
C546557,3/15/11 9:44,16706,-2583.76,Mobile Payments
546558,3/15/11 9:50,17146,2583.76,Debit Card
C546559,3/15/11 10:24,12727,-15,Credit Card
546560,3/15/11 10:26,12931,62.5,PayPal
546561,3/15/11 10:34,18260,533.9,Debit Card
546562,3/15/11 10:45,16293,317.56,Credit Card
546563,3/15/11 10:49,15047,343.62,Debit Card
546569,3/15/11 10:53,14016,1477.56,PayPal
546580,3/15/11 11:09,14911,870.59,PayPal
546622,3/15/11 11:30,17954,107.25,Mobile Payments
C546623,3/15/11 11:36,17954,-2.55,Debit Card
546624,3/15/11 11:38,14193,422.54,Credit Card
546625,3/15/11 11:45,17542,166.4,Credit Card
546631,3/15/11 12:03,15181,300,Debit Card
546632,3/15/11 12:05,17080,76.32,Credit Card
546633,3/15/11 12:06,16168,163.2,Mobile Payments
546634,3/15/11 12:10,14527,78.04,Credit Card
546635,3/15/11 12:11,16392,204.89,Debit Card
546636,3/15/11 12:19,14534,123,Debit Card
546637,3/15/11 12:37,13854,292.3,Debit Card
546638,3/15/11 12:52,15106,410.7,PayPal
546639,3/15/11 12:54,13971,309.34,PayPal
546640,3/15/11 12:56,14092,238.2,Mobile Payments
C546641,3/15/11 13:01,13451,-59.7,Cash
546642,3/15/11 13:13,12779,317.78,PayPal
546643,3/15/11 13:23,16214,542.97,Debit Card
546644,3/15/11 13:28,15932,339.34,PayPal
C546645,3/15/11 13:32,15311,-91.8,PayPal
546646,3/15/11 13:49,13716,138.28,Credit Card
C546647,3/15/11 13:55,17419,-10.75,Credit Card
546648,3/15/11 14:15,16270,1794.43,Debit Card
546649,3/15/11 14:17,16450,507.3,Debit Card
